ptid,cls,lon,lat,blk,fold
125,1,120.42285,22.92105,1204_254,0
126,1,120.43684,23.24071,1204_258,4
127,1,120.39872,22.81184,1203_253,2
128,1,120.71075,22.817,1207_253,1
129,1,120.42689,22.83563,1204_253,3
130,1,120.93346,22.65251,1209_251,4
131,1,120.41209,22.8449,1204_253,3
132,1,120.50227,23.22985,1205_258,3
133,1,120.72826,22.95595,1207_255,1
134,1,120.44737,22.7731,1204_253,3
135,1,120.71854,22.74784,1207_252,4
136,1,120.42302,22.95407,1204_255,1
137,1,120.45399,22.93719,1204_254,0
138,1,121.05868,22.80514,1210_253,3
139,1,120.551,23.01858,1205_255,2
140,1,120.42261,22.88782,1204_254,0
141,1,120.77886,22.12337,1207_245,4
142,1,120.71816,22.95621,1207_255,1
143,1,120.4522,22.90564,1204_254,0
144,1,120.68527,22.58684,1206_250,3
145,1,120.66237,23.02883,1206_255,1
146,1,120.40765,22.96583,1204_255,1
147,1,120.89554,22.45753,1208_249,3
148,1,120.48213,23.16943,1204_257,3
149,1,120.66954,22.27294,1206_247,2
150,1,120.44752,22.7783,1204_253,3
151,1,120.39863,22.76754,1203_252,3
152,1,120.54629,22.91787,1205_254,3
153,1,120.45503,22.98843,1204_255,1
154,1,120.67016,23.06269,1206_256,4
155,1,120.67315,23.07202,1206_256,4
156,1,120.67117,23.07038,1206_256,4
157,1,120.38963,22.77246,1203_253,2
158,1,120.93196,22.46349,1209_249,1
159,1,120.75978,22.88036,1207_254,0
160,1,121.01549,22.76289,1210_252,0
161,1,120.42975,22.83048,1204_253,3
162,1,120.69247,22.29721,1206_247,2
163,1,120.68103,22.90893,1206_254,2
164,1,120.48969,23.20419,1204_257,3
165,1,120.43549,22.91902,1204_254,0
166,1,120.41378,22.96148,1204_255,1
167,1,120.68803,22.46985,1206_249,4
168,1,120.73523,22.67238,1207_251,0
169,1,120.35559,22.81509,1203_253,2
170,1,120.42575,22.95571,1204_255,1
171,1,120.38909,22.97267,1203_255,0
172,1,121.02046,22.72056,1210_252,0
173,1,120.83754,22.1103,1208_245,4
174,1,120.45245,23.16096,1204_257,3
175,1,120.46501,22.9167,1204_254,0
176,1,120.35678,22.9058,1203_254,1
177,1,120.39656,22.87177,1203_254,1
178,1,120.41294,22.95707,1204_255,1
179,1,120.7095,22.7958,1207_253,1
180,1,120.40975,22.95652,1204_255,1
181,1,120.43268,22.96265,1204_255,1
182,1,120.41094,22.90918,1204_254,0
183,1,120.50121,23.041,1205_256,3
184,1,120.67229,22.89285,1206_254,2
185,1,120.44569,22.77314,1204_253,3
186,1,120.41007,22.90611,1204_254,0
187,1,120.44133,22.77359,1204_253,3
188,1,120.34289,22.8172,1203_253,2
189,1,120.94772,22.54702,1209_250,2
190,1,120.72374,22.20551,1207_246,3
191,1,120.94795,22.54071,1209_250,2
192,1,120.50418,22.94039,1205_254,3
193,1,120.4487,22.933,1204_254,0
194,1,120.42962,22.94792,1204_254,0
195,1,120.57499,23.06138,1205_256,3
196,1,120.71119,22.76804,1207_252,4
197,1,120.75812,22.89537,1207_254,0
198,1,120.43895,22.89602,1204_254,0
199,1,120.74141,22.74336,1207_252,4
200,1,120.72489,22.7682,1207_252,4
201,1,120.43551,22.93795,1204_254,0
202,1,120.67719,23.05361,1206_256,4
203,1,120.42173,22.88887,1204_254,0
204,1,120.42399,23.04067,1204_256,0
205,1,120.66361,23.03056,1206_255,1
206,1,120.39391,22.75291,1203_252,3
207,1,120.44705,23.0408,1204_256,0
208,1,120.71705,22.91071,1207_254,0
209,1,120.39548,23.26716,1203_258,4
210,1,120.82293,22.03226,1208_244,3
211,1,120.36855,22.78431,1203_253,2
212,1,120.70776,22.78233,1207_253,1
213,1,120.50026,23.3232,1205_259,3
214,1,120.42654,22.93384,1204_254,0
215,1,120.39163,22.77214,1203_253,2
216,1,120.43225,22.91977,1204_254,0
217,1,120.40603,22.84439,1204_253,3
218,1,120.37812,22.84206,1203_253,2
219,1,120.76202,22.76018,1207_252,4
220,1,120.40687,22.9596,1204_255,1
221,1,120.9492,22.5623,1209_250,2
222,1,120.43172,22.95933,1204_255,1
223,1,120.81112,24.15288,1208_268,1
224,1,120.66543,23.01153,1206_255,1
225,1,121.14668,22.7681,1211_252,0
226,1,120.42631,22.94876,1204_254,0
227,1,120.46121,22.91725,1204_254,0
228,1,120.8105,22.08227,1208_245,4
229,1,120.66306,22.37915,1206_248,1
230,1,120.43654,22.96239,1204_255,1
231,1,120.41361,22.91144,1204_254,0
232,1,120.40111,22.96417,1204_255,1
233,1,120.69113,22.97047,1206_255,1
234,1,120.77448,21.97977,1207_244,3
235,1,120.4336,22.91189,1204_254,0
236,1,121.04541,22.76761,1210_252,0
237,1,120.62873,22.55174,1206_250,3
238,1,120.43792,22.77316,1204_253,3
239,1,120.41356,22.96805,1204_255,1
240,1,120.76944,22.77005,1207_253,1
241,1,120.46053,23.17526,1204_257,3
242,1,120.42061,22.95535,1204_255,1
243,2,121.19161,23.59276,1211_262,4
244,2,120.97813,23.3601,1209_259,2
245,2,121.24232,23.74152,1212_263,4
246,2,120.95348,23.02028,1209_255,4
247,2,121.46487,24.61411,1214_273,2
248,2,120.83215,22.92952,1208_254,4
249,2,121.13071,24.33384,1211_270,1
250,2,121.10827,23.44402,1211_260,1
251,2,121.17792,24.62457,1211_273,1
252,2,121.37896,24.32149,1213_270,1
253,2,121.15668,23.50046,1211_261,2
254,2,120.9491,23.16072,1209_257,4
255,2,121.25606,23.73025,1212_263,4
256,2,121.2926,24.17754,1212_268,1
257,2,121.0917,24.18127,1210_268,2
258,2,121.0394,23.28815,1210_258,1
259,2,121.16512,23.65673,1211_262,4
260,2,120.96529,23.13456,1209_257,4
261,2,121.30489,23.94645,1213_266,0
262,2,121.13552,23.57898,1211_261,2
263,2,121.3226,23.9368,1213_265,2
264,2,121.21218,23.83942,1212_264,0
265,2,121.56049,24.49937,1215_272,2
266,2,121.35729,24.13155,1213_268,2
267,2,121.23,24.43651,1212_271,1
268,2,120.64689,23.52983,1206_261,4
269,2,121.05628,23.44539,1210_260,3
270,2,121.40993,24.2588,1214_269,4
271,2,121.01345,23.43631,1210_260,3
272,2,121.26457,23.64544,1212_262,3
273,2,121.27117,23.63632,1212_262,3
274,2,121.35772,24.19154,1213_268,2
275,2,121.34055,24.08187,1213_267,0
276,2,120.91155,23.11417,1209_256,1
277,2,121.293,24.21825,1212_269,4
278,2,121.08837,24.31662,1210_270,0
279,2,121.2018,23.61753,1212_262,3
280,2,121.14633,23.88346,1211_265,3
281,2,121.35458,24.34746,1213_270,1
282,2,121.19341,23.5604,1211_261,2
283,2,121.3321,23.82862,1213_264,1
284,2,121.11848,24.39086,1211_271,2
285,2,120.81755,23.56649,1208_261,2
286,2,121.4029,24.06703,1214_267,0
287,2,120.89927,23.20313,1208_257,3
288,2,121.15208,23.58772,1211_262,4
289,2,121.21736,23.62609,1212_262,3
290,2,120.99832,22.95308,1209_255,4
291,2,121.12445,23.59959,1211_262,4
292,2,120.96094,23.64771,1209_262,2
293,2,121.29876,23.93304,1212_265,0
294,2,121.36463,24.08544,1213_267,0
295,2,121.18826,24.41106,1211_271,2
296,2,121.13253,23.88637,1211_265,3
297,2,121.20706,23.4766,1212_260,3
298,2,120.96651,23.3692,1209_259,2
299,2,121.12313,23.32093,1211_259,2
300,2,121.03509,23.24913,1210_258,1
301,2,121.17585,23.21982,1211_257,0
302,2,120.96936,23.49162,1209_261,4
303,2,121.23848,24.46567,1212_271,1
304,2,120.90551,23.94718,1209_266,0
305,2,121.01134,24.23827,1210_269,4
306,2,120.96107,23.70151,1209_263,3
307,2,120.94787,23.43542,1209_260,1
308,2,121.48446,24.12473,1214_268,3
309,2,120.83977,23.01935,1208_255,4
310,2,120.95765,24.13732,1209_268,2
311,2,121.25777,23.73899,1212_263,4
312,2,121.1701,24.32436,1211_270,1
313,2,121.12311,23.22386,1211_258,0
314,2,121.33474,24.48107,1213_272,0
315,2,121.36249,24.15196,1213_268,2
316,2,121.17341,24.23686,1211_269,4
317,2,121.33717,24.20244,1213_268,2
318,2,121.38865,23.92866,1213_265,2
319,2,121.01875,23.31302,1210_259,0
320,2,120.94752,22.99867,1209_255,4
321,2,121.17645,23.59229,1211_262,4
322,2,121.20865,24.50966,1212_272,1
323,2,121.18851,24.34884,1211_270,1
324,2,121.15967,23.64269,1211_262,4
325,2,121.23233,23.75262,1212_263,4
326,2,121.21058,24.47721,1212_271,1
327,2,120.98051,24.26133,1209_269,3
328,2,121.39404,24.58724,1213_273,1
329,2,121.09333,23.65263,1210_262,3
330,2,121.10084,24.16944,1211_268,0
331,2,121.12169,23.28861,1211_258,0
332,2,121.5505,24.49774,1215_272,2
333,2,121.23048,23.83957,1212_264,0
334,2,121.18771,23.90247,1211_265,3
335,2,121.30743,24.09026,1213_267,0
336,2,121.23979,23.73658,1212_263,4
337,2,121.29539,23.97388,1212_266,2
338,2,121.06688,23.52864,1210_261,0
339,2,121.31185,24.09703,1213_267,0
340,2,121.41661,24.38221,1214_270,0
341,2,121.40892,24.25827,1214_269,4
342,2,121.18714,23.85852,1211_265,3
343,2,121.03146,24.12925,1210_268,2
344,2,120.95639,23.71248,1209_263,3
345,2,121.04719,23.36903,1210_259,0
346,2,121.46453,24.34783,1214_270,0
347,2,121.33873,24.15779,1213_268,2
348,2,121.15158,23.54251,1211_261,2
349,2,120.98935,24.41648,1209_271,4
350,2,120.79032,23.67165,1207_263,3
351,2,120.85795,23.01267,1208_255,4
352,2,121.16798,23.85425,1211_265,3
353,2,121.30662,23.9559,1213_266,0
354,2,121.25489,23.91403,1212_265,0
355,2,121.39791,24.30195,1213_270,1
356,2,121.1503,24.66763,1211_274,3
357,2,121.47238,24.38432,1214_270,0
358,2,121.07331,23.46724,1210_260,3
359,2,121.1517,23.87683,1211_265,3
360,2,121.06371,23.53927,1210_261,0
361,2,121.08821,24.20929,1210_268,2
362,2,121.31861,24.13815,1213_268,2
363,2,120.95808,23.48339,1209_260,1
364,2,121.29758,24.0356,1212_267,0
365,2,121.50792,24.70851,1215_274,0
366,2,121.31137,24.25579,1213_269,1
367,2,121.30344,24.12982,1213_268,2
368,2,121.37678,24.27957,1213_269,1
369,2,121.09497,23.62182,1210_262,3
370,2,121.16863,23.56644,1211_261,2
371,2,121.26695,24.4683,1212_271,1
372,2,121.06834,23.55595,1210_261,0
373,2,121.42916,24.31307,1214_270,0
374,2,121.45904,24.32067,1214_270,0
375,2,121.30359,23.91023,1213_265,2
376,2,121.24288,23.59214,1212_262,3
377,2,120.89665,23.24757,1208_258,1
378,2,121.16977,23.59272,1211_262,4
379,2,121.37154,24.23707,1213_269,1
380,2,121.00808,24.4218,1210_271,4
381,2,121.44634,24.34659,1214_270,0
382,2,121.29091,24.20507,1212_268,1
383,2,121.20528,23.85902,1212_265,0
384,2,120.89275,23.17047,1208_257,3
385,2,121.04154,24.62247,1210_273,4
386,2,121.45109,24.3492,1214_270,0
387,2,121.23119,23.73614,1212_263,4
388,2,120.76085,22.59838,1207_251,0
389,2,120.91907,23.46866,1209_260,1
390,2,121.05853,24.17205,1210_268,2
391,2,121.08489,23.23797,1210_258,1
392,2,121.27852,24.51411,1212_272,1
393,2,121.43583,24.28755,1214_269,4
394,2,121.28291,24.44046,1212_271,1
395,2,121.26391,24.31261,1212_270,1
396,2,121.15702,24.46856,1211_271,2
397,2,121.10005,23.53826,1211_261,2
398,2,121.09364,23.31123,1210_259,0
399,2,121.22236,23.74862,1212_263,4
400,2,121.23323,23.6468,1212_262,3
401,2,121.13866,23.52443,1211_261,2
402,2,121.1899,24.38903,1211_270,1
403,2,120.99625,24.26655,1209_269,3
404,2,120.88045,23.46144,1208_260,0
405,2,120.87682,23.34407,1208_259,0
406,2,121.12441,24.34999,1211_270,1
407,2,121.63363,24.27294,1216_269,0
408,2,121.05263,23.34315,1210_259,0
409,2,121.39426,24.33214,1213_270,1
410,2,121.46262,24.10573,1214_267,0
411,2,121.16117,24.27719,1211_269,4
412,2,121.03952,23.42682,1210_260,3
413,2,121.27693,24.12747,1212_268,1
414,2,121.05105,23.30461,1210_258,1
415,2,120.91717,23.53009,1209_261,4
416,2,121.43938,24.31545,1214_270,0
417,2,121.23966,24.39904,1212_271,1
418,2,121.14988,23.53206,1211_261,2
419,2,121.09566,23.84532,1210_264,4
420,2,120.98931,23.39047,1209_259,2
421,2,120.8158,23.50515,1208_261,2
422,2,120.95918,23.63916,1209_262,2
423,2,121.2995,23.95604,1212_266,2
424,2,121.12255,24.57104,1211_273,1
425,2,121.10857,23.61961,1211_262,4
426,2,121.29015,24.04668,1212_267,0
427,2,121.08809,23.24202,1210_258,1
428,2,121.27849,24.04945,1212_267,0
429,2,121.13184,23.53137,1211_261,2
430,2,120.95579,24.22327,1209_269,3
431,2,121.31996,24.0644,1213_267,0
432,2,121.36989,24.26169,1213_269,1
433,2,121.20603,23.6053,1212_262,3
434,2,120.99719,22.97149,1209_255,4
435,2,120.92909,23.16864,1209_257,4
436,2,121.0429,24.29159,1210_269,4
437,2,120.94573,23.59767,1209_262,2
438,2,120.91342,23.0431,1209_256,1
439,2,121.32365,24.05187,1213_267,0
440,2,121.26674,24.69491,1212_274,2
441,2,120.95225,23.2391,1209_258,3
442,2,121.01121,23.40612,1210_260,3
443,2,121.15628,24.45243,1211_271,2
444,2,121.16024,23.84832,1211_264,3
445,2,120.94854,23.13768,1209_257,4
446,2,121.05106,24.31155,1210_270,0
447,2,121.01093,23.37532,1210_259,0
448,2,121.30629,24.18336,1213_268,2
449,2,121.26774,24.40793,1212_271,1
450,2,121.23877,23.67718,1212_263,4
451,2,120.88134,23.14499,1208_257,3
452,2,121.01522,23.33149,1210_259,0
453,2,121.23161,24.44174,1212_271,1
454,2,121.1809,23.90492,1211_265,3
455,2,121.29025,24.0567,1212_267,0
456,2,120.95955,23.65079,1209_262,2
457,2,121.28653,24.04912,1212_267,0
458,2,121.2824,23.98743,1212_266,2
459,2,121.22319,23.6634,1212_262,3
460,2,120.94753,23.21985,1209_257,4
461,2,120.92176,23.67125,1209_263,3
462,2,121.26296,24.17192,1212_268,1
463,2,121.24876,23.8381,1212_264,0
464,2,121.42408,24.09877,1214_267,0
465,2,120.96316,23.34624,1209_259,2
466,2,121.22604,24.47122,1212_271,1
467,2,120.93534,23.17452,1209_257,4
468,2,121.34635,24.08671,1213_267,0
469,2,121.24687,23.68502,1212_263,4
470,2,120.86044,23.00006,1208_255,4
471,2,121.35885,24.35679,1213_270,1
472,2,120.84717,23.67093,1208_263,4
473,2,121.10525,24.19587,1211_268,0
474,2,121.427,24.33825,1214_270,0
475,2,121.58362,24.51427,1215_272,2
476,2,121.11941,23.65257,1211_262,4
477,2,121.1227,23.62107,1211_262,4
478,2,121.22874,23.73804,1212_263,4
479,2,121.12028,23.63618,1211_262,4
480,2,121.14873,23.52067,1211_261,2
481,2,121.26169,24.49213,1212_272,1
482,2,121.30619,23.94978,1213_266,0
483,2,121.22995,23.63817,1212_262,3
484,2,121.12771,24.38908,1211_270,1
485,2,121.35482,24.20466,1213_268,2
486,2,121.18249,23.60322,1211_262,4
487,2,121.35774,24.13259,1213_268,2
488,2,121.36185,24.35604,1213_270,1
489,2,121.16354,24.40417,1211_271,2
490,2,120.81143,23.47542,1208_260,0
491,2,121.00572,23.32894,1210_259,0
492,2,121.23231,24.42487,1212_271,1
493,2,121.10028,24.39643,1211_271,2
494,2,121.11258,23.52685,1211_261,2
495,2,121.16584,24.44822,1211_271,2
496,2,121.22122,23.76527,1212_264,0
497,2,120.97705,23.333,1209_259,2
498,2,120.82451,23.4708,1208_260,0
499,2,121.07579,23.26278,1210_258,1
500,2,120.99987,22.97509,1209_255,4
501,2,121.08137,23.30265,1210_258,1
502,2,121.2765,23.95186,1212_266,2
503,3,120.80287,23.78459,1208_264,2
504,3,121.74057,24.97784,1217_277,4
505,3,120.70728,23.55073,1207_261,3
506,3,121.69552,25.09845,1216_278,0
507,3,121.34134,24.57236,1213_273,1
508,3,121.03598,22.77229,1210_253,3
509,3,120.91597,23.8839,1209_265,3
510,3,120.65688,23.52672,1206_261,4
511,3,120.57218,23.59035,1205_262,0
512,3,121.4028,25.13758,1214_279,1
513,3,121.01387,24.71283,1210_274,3
514,3,120.75693,24.52289,1207_272,2
515,3,120.59907,23.29888,1205_258,3
516,3,120.55551,24.04576,1205_267,2
517,3,120.75219,23.94595,1207_266,4
518,3,120.3668,22.96656,1203_255,0
519,3,121.65798,24.97618,1216_277,2
520,3,120.7855,23.17982,1207_257,2
521,3,120.57946,23.09584,1205_256,3
522,3,120.6871,23.55559,1206_261,4
523,3,120.4656,23.17135,1204_257,3
524,3,120.77406,24.22892,1207_269,1
525,3,121.37031,23.38134,1213_259,1
526,3,120.36293,22.85528,1203_253,2
527,3,121.00769,24.07454,1210_267,3
528,3,120.40382,22.85065,1204_253,3
529,3,121.38982,24.9798,1213_277,1
530,3,121.74523,25.02726,1217_278,2
531,3,120.72927,24.1914,1207_268,0
532,3,121.34488,24.86632,1213_276,0
533,3,121.36757,25.0079,1213_277,1
534,3,120.97984,24.72975,1209_274,4
535,3,120.46259,23.03302,1204_255,1
536,3,120.84711,23.97712,1208_266,4
537,3,121.90742,25.0608,1219_278,1
538,3,120.83169,24.46165,1208_271,4
539,3,120.89766,24.24546,1208_269,4
540,3,120.84007,24.13323,1208_268,1
541,3,121.905,25.00778,1219_277,4
542,3,121.26112,23.24903,1212_258,1
543,3,120.48852,22.99354,1204_255,1
544,3,121.34491,23.3228,1213_259,1
545,3,120.77265,23.92265,1207_265,3
546,3,120.87827,23.71994,1208_263,4
547,3,120.58482,23.47901,1205_260,2
548,3,120.79066,23.96735,1207_266,4
549,3,120.70636,23.855,1207_265,3
550,3,120.51035,23.22445,1205_258,3
551,3,120.78592,23.91026,1207_265,3
552,3,120.58378,23.02838,1205_255,2
553,3,120.61355,23.07003,1206_256,4
554,3,120.93702,24.66343,1209_274,4
555,3,120.66337,23.70635,1206_263,4
556,3,121.34902,24.71539,1213_274,4
557,3,121.67525,25.06688,1216_278,0
558,3,120.95264,24.38009,1209_270,3
559,3,120.45056,23.30705,1204_258,4
560,3,121.8516,25.05207,1218_278,3
561,3,121.51514,24.58765,1215_273,3
562,3,121.36803,25.13667,1213_279,4
563,3,120.82313,24.03934,1208_267,0
564,3,120.86137,24.5324,1208_272,2
565,3,120.75475,23.8776,1207_265,3
566,3,120.87981,24.56866,1208_272,2
567,3,120.74978,23.65183,1207_262,0
568,3,120.87803,24.22304,1208_269,4
569,3,120.85269,24.22829,1208_269,4
570,3,121.88353,25.01604,1218_277,0
571,3,120.55788,23.53792,1205_261,1
572,3,120.45167,23.18754,1204_257,3
573,3,120.62387,22.47238,1206_249,4
574,3,120.8764,24.32468,1208_270,2
575,3,120.4785,23.39114,1204_259,2
576,3,120.78263,23.75748,1207_263,3
577,3,121.09575,22.85051,1210_253,3
578,3,120.96368,24.76377,1209_275,1
579,3,121.5214,24.62458,1215_273,3
580,3,121.5685,24.96231,1215_277,2
581,3,120.87873,24.11669,1208_267,0
582,3,120.9191,22.47961,1209_249,1
583,3,120.96694,24.69702,1209_274,4
584,3,121.56729,24.94624,1215_277,2
585,3,120.65598,22.9551,1206_255,1
586,3,120.33529,22.94266,1203_254,1
587,3,120.61731,23.18957,1206_257,2
588,3,120.98972,24.38029,1209_270,3
589,3,120.57308,23.06589,1205_256,3
590,3,121.7758,25.05209,1217_278,2
591,3,120.86641,24.01411,1208_266,4
592,3,121.7109,24.91386,1217_276,2
593,3,120.87955,24.34986,1208_270,2
594,3,121.23758,23.08388,1212_256,0
595,3,121.74493,25.02882,1217_278,2
596,3,120.6204,23.72408,1206_263,4
597,3,121.9288,25.00069,1219_277,4
598,3,121.58306,24.65644,1215_273,3
599,3,121.28539,24.60452,1212_273,2
600,3,121.13555,24.8452,1211_276,3
601,3,121.85634,25.03226,1218_278,3
602,3,121.05695,22.89696,1210_254,2
603,3,121.00551,23.86139,1210_265,0
604,3,120.91249,23.86952,1209_265,3
605,3,120.45671,23.22998,1204_258,4
606,3,120.44463,23.23597,1204_258,4
607,3,120.34362,22.96865,1203_255,0
608,3,120.9337,24.49757,1209_272,1
609,3,120.72877,23.7396,1207_263,3
610,3,121.53649,23.79739,1215_264,3
611,3,121.91037,25.05294,1219_278,1
612,3,121.27075,24.71628,1212_274,2
613,3,121.53745,23.97759,1215_266,1
614,3,121.57125,24.66899,1215_274,0
615,3,120.41468,23.00303,1204_255,1
616,3,121.50379,23.94326,1215_266,1
617,3,120.73704,24.47822,1207_271,3
618,3,121.84529,25.05085,1218_278,3
619,3,120.94834,24.70226,1209_274,4
620,3,120.42868,23.00772,1204_255,1
621,3,121.61941,25.17825,1216_279,3
622,3,121.66552,25.03626,1216_278,0
623,3,120.97284,24.70365,1209_274,4
624,3,120.63372,23.63831,1206_262,2
625,3,120.70574,24.02932,1207_266,4
626,3,120.63341,23.19138,1206_257,2
627,3,121.11401,24.58324,1211_273,1
628,3,121.26494,24.86663,1212_276,3
629,3,120.3839,22.97563,1203_255,0
630,3,121.65706,24.96123,1216_277,2
631,3,120.87347,24.5613,1208_272,2
632,3,120.89714,24.40153,1208_271,4
633,3,121.14496,24.89342,1211_276,3
634,3,121.38477,25.1232,1213_279,4
635,3,121.5585,24.00825,1215_266,1
636,3,121.34598,24.67469,1213_274,4
637,3,120.62367,23.63781,1206_262,2
638,3,120.72372,23.92438,1207_265,3
639,3,120.40237,22.87801,1204_254,0
640,3,120.46729,23.16859,1204_257,3
641,3,120.49673,23.5148,1204_261,2
642,3,120.86873,24.08302,1208_267,0
643,3,120.88236,24.21014,1208_269,4
644,3,120.46157,23.25098,1204_258,4
645,3,120.42457,23.3176,1204_259,2
646,3,121.16313,24.57692,1211_273,1
647,3,120.74279,24.04299,1207_267,4
648,3,121.35848,24.86044,1213_276,0
649,3,121.92875,25.01099,1219_277,4
650,3,121.38772,24.99263,1213_277,1
651,3,121.40625,23.64124,1214_262,4
652,3,121.73082,24.96503,1217_277,4
653,3,120.63212,23.20072,1206_257,2
654,3,120.59888,23.07946,1205_256,3
655,3,121.6896,25.11218,1216_279,3
656,3,120.81671,24.04476,1208_267,0
657,3,121.47731,23.9641,1214_266,2
658,3,120.81211,24.29346,1208_269,4
659,3,120.34468,22.9629,1203_255,0
660,3,120.8514,24.48969,1208_272,2
661,3,120.74519,24.50771,1207_272,2
662,3,121.34869,24.70989,1213_274,4
663,3,120.87505,24.6477,1208_273,0
664,3,120.85647,24.36175,1208_270,2
